run_id,arch,level,mode,seed,lr,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s,gpu_name,torch_version,timm_version
vit_small_L1_scratch_s3,vit_small,1,scratch,3,0.0003,0.009708737864077669,364.94004917144775,17,0.012987012987012988,0.032467532467532464,0.0006122226009566688,0.015249880054724095,0.013654618473895583,21784244,147.73868094489,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L1_scratch_s3,swin_tiny,1,scratch,3,0.0003,0.006472491909385114,309.4158239364624,15,0.003246753246753247,0.016233766233766232,2.10828132906055e-05,0.012365884165276217,0.010040160642570281,27756206,106.31987726374628,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L2_scratch_s3,resnet50,2,scratch,3,0.0003,0.15942028985507245,808.6263554096222,21,0.22402597402597402,0.5194805194805194,0.15102052529000579,0.1257291568490692,0.16546184738955824,24139124,160.8376418422978,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L2_scratch_s3,convnext_tiny,2,scratch,3,0.0003,0.014492753623188406,888.7471525669098,24,0.006493506493506494,0.02922077922077922,0.0001238655975689312,0.013922891464160614,0.010441767068273093,28056980,158.18155274212089,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L2_scratch_s3,efficientnetv2_s,2,scratch,3,0.0003,0.4420289855072464,2514.658301115036,69,0.724025974025974,0.8798701298701299,0.6673160173160173,0.18544722835476776,0.2779116465863454,20572036,159.66617382401486,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L2_scratch_s3,vit_small,2,scratch,3,0.0003,0.018115942028985508,633.4955353736877,18,0.016233766233766232,0.03571428571428571,0.0018578314542005878,0.016052750339978383,0.01646586345381526,21784244,160.88804609982378,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L2_scratch_s3,swin_tiny,2,scratch,3,0.0003,0.009057971014492754,430.91571068763733,13,0.006493506493506494,0.032467532467532464,8.461219138456214e-05,0.014989325245589347,0.010843373493975903,27756206,163.98883355276618,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L3_scratch_s3,resnet50,3,scratch,3,0.0003,0.1371280724450194,1033.17826461792,21,0.14935064935064934,0.45454545454545453,0.09314372580988318,0.14679615840285531,0.19759036144578312,24139124,173.06175859513016,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L3_scratch_s3,convnext_tiny,3,scratch,3,0.0003,0.01164294954721863,845.000091791153,17,0.006493506493506494,0.03896103896103896,0.00010672467067815905,0.013398417802276767,0.010843373493975903,28056980,170.06518231986098,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L3_scratch_s3,efficientnetv2_s,3,scratch,3,0.0003,0.5122897800776197,2741.1457493305206,55,0.8181818181818182,0.9383116883116883,0.773051948051948,0.24163321838358798,0.3389558232931727,20572036,165.56062116948087,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
